"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00044405","1959-06-25","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-06-26","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-06-27","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-06-28","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-06-29","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-06-30","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-07-01","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-07-02","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-07-03","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-07-04","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-07-05","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-07-06","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-07-07","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-07-08","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-07-09","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-07-10","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-07-11","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0","T,,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,"    1",",,0",,,,,,
"USC00044405","1959-07-12","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-07-13","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-07-14","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-07-15","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-07-16","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-07-17","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-07-18","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-07-19","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-07-20","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-07-21","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-07-22","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","   18",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,"    1",",,0",,,,,,
"USC00044405","1959-07-23","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-07-24","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-07-25","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-07-26","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-07-27","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-07-28","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-07-29","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-07-30","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","   13",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,"    1",",,0",,,,,,
"USC00044405","1959-07-31","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-08-01","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-08-02","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","   23",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-08-03","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-08-04","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-08-05","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-08-06","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-08-07","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-08-08","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-08-09","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-08-10","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-08-11","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-08-12","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-08-13","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-08-14","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-08-15","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-08-16","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-08-17","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-08-18","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-08-19","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-08-20","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-08-21","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-08-22","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0","T,,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-08-23","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-08-24","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-08-25","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-08-26","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-08-27","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-08-28","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-08-29","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-08-30","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-08-31","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-09-01","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-09-02","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-09-03","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-09-04","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-09-05","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-09-06","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-09-07","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-09-08","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-09-09","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-09-10","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-09-11","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0","T,,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-09-12","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-09-13","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","  168",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,"    1",",,0",,,,,,
"USC00044405","1959-09-14","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-09-15","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-09-16","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-09-17","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-09-18","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-09-19","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-09-20","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-09-21","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-09-22","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-09-23","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-09-24","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-09-25","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-09-26","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-09-27","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-09-28","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-09-29","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-09-30","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-10-01","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","   13",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-10-02","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-10-03","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-10-04","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-10-05","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-10-06","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-10-07","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-10-08","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-10-09","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-10-10","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-10-11","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-10-12","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-10-13","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-10-14","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-10-15","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-10-16","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-10-17","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-10-18","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-10-19","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-10-20","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00044405","1959-10-21","34.1471","-116.2747","781.2","JOSHUA TREE, CA US","    0",",,0,1700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
