"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWDR","AWDR_ATTRIBUTES","AWND","AWND_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSFI","WSFI_ATTRIBUTES"
"USS0020K05S","1978-10-17","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"   37",",,T","    0",",,T",,
"USS0020K05S","1978-10-18","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"   26",",,T","    0",",,T",,
"USS0020K05S","1978-10-19","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"   38",",,T","    0",",,T",,
"USS0020K05S","1978-10-20","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"   18",",,T","    0",",,T",,
"USS0020K05S","1978-10-21","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"   -3",",,T","    0",",,T",,
"USS0020K05S","1978-10-22","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"   32",",,T","    0",",,T",,
"USS0020K05S","1978-10-23","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"   97",",,T","    0",",,T",,
"USS0020K05S","1978-10-24","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"   42",",,T","    0",",,T",,
"USS0020K05S","1978-10-25","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"   56",",,T","    0",",,T",,
"USS0020K05S","1978-10-26","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"   70",",,T","    0",",,T",,
"USS0020K05S","1978-10-27","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"   51",",,T","    0",",,T",,
"USS0020K05S","1978-10-28","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"   -5",",,T","    0",",,T",,
"USS0020K05S","1978-10-29","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"  -76",",,T","   25",",,T",,
"USS0020K05S","1978-10-30","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"  -53",",,T","   25",",,T",,
"USS0020K05S","1978-10-31","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"  -61",",,T","   25",",,T",,
"USS0020K05S","1978-11-01","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","   25",",,T",,,,,,,,,,,,,"  -30",",,T","   25",",,T",,
"USS0020K05S","1978-11-02","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"    8",",,T","   25",",,T",,
"USS0020K05S","1978-11-03","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"   73",",,T","   25",",,T",,
"USS0020K05S","1978-11-04","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"   26",",,T","   25",",,T",,
"USS0020K05S","1978-11-05","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"   47",",,T","   25",",,T",,
"USS0020K05S","1978-11-06","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"   60",",,T","   25",",,T",,
"USS0020K05S","1978-11-07","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"   91",",,T","   25",",,T",,
"USS0020K05S","1978-11-08","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"   19",",,T","   25",",,T",,
"USS0020K05S","1978-11-09","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,," -112",",,T","    0",",,T",,
"USS0020K05S","1978-11-10","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","  152",",,T",,,,,,,,,,,,," -144",",,T","   51",",,T",,
"USS0020K05S","1978-11-11","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,," -105",",,T","   51",",,T",,
"USS0020K05S","1978-11-12","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"  -90",",,T","   25",",,T",,
"USS0020K05S","1978-11-13","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","  102",",,T",,,,,,,,,,,,,"  -86",",,T","    0",",,T",,
"USS0020K05S","1978-11-14","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"  -37",",,T","    0",",,T",,
"USS0020K05S","1978-11-15","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"  -24",",,T","    0",",,T",,
"USS0020K05S","1978-11-16","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"  -54",",,T","    0",",,T",,
"USS0020K05S","1978-11-17","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"    5",",,T","   25",",,T",,
"USS0020K05S","1978-11-18","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"  -42",",,T","   25",",,T",,
"USS0020K05S","1978-11-19","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"  -41",",,T","  127",",,T",,
"USS0020K05S","1978-11-20","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","  279",",,T",,,,,,,,,,,,,"  -49",",,T","  381",",,T",,
"USS0020K05S","1978-11-21","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"  -83",",,T","  406",",,T",,
"USS0020K05S","1978-11-22","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","   76",",,T",,,,,,,,,,,,,"  -76",",,T","  406",",,T",,
"USS0020K05S","1978-11-23","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"  -82",",,T","  432",",,T",,
"USS0020K05S","1978-11-24","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"  -69",",,T","  432",",,T",,
"USS0020K05S","1978-11-25","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"  -65",",,T","  432",",,T",,
"USS0020K05S","1978-11-26","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"  -67",",,T","  432",",,T",,
"USS0020K05S","1978-11-27","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","   25",",,T",,,,,,,,,,,,,"   20",",,T","  406",",,T",,
"USS0020K05S","1978-11-28","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"    5",",,T","  457",",,T",,
"USS0020K05S","1978-11-29","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"    2",",,T","  457",",,T",,
"USS0020K05S","1978-11-30","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"  -29",",,T","  508",",,T",,
"USS0020K05S","1978-12-01","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","  102",",,T",,,,,,,,,,,,," -107",",,T","  610",",,T",,
"USS0020K05S","1978-12-02","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"  -91",",,T","  610",",,T",,
"USS0020K05S","1978-12-03","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"    5",",,T","  610",",,T",,
"USS0020K05S","1978-12-04","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,," -140",",,T","  610",",,T",,
"USS0020K05S","1978-12-05","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,," -181",",,T","  610",",,T",,
"USS0020K05S","1978-12-06","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,," -203",",,T","  610",",,T",,
"USS0020K05S","1978-12-07","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","   25",",,T",,,,,,,,,,,,," -115",",,T","  610",",,T",,
"USS0020K05S","1978-12-08","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"  -36",",,T","  610",",,T",,
"USS0020K05S","1978-12-09","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"  -24",",,T","  610",",,T",,
"USS0020K05S","1978-12-10","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"   -8",",,T","  584",",,T",,
"USS0020K05S","1978-12-11","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"  -25",",,T","  610",",,T",,
"USS0020K05S","1978-12-12","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","   51",",,T",,,,,,,,,,,,,"   -9",",,T","  610",",,T",,
"USS0020K05S","1978-12-13","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"  -24",",,T","  610",",,T",,
"USS0020K05S","1978-12-14","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"  -28",",,T","  610",",,T",,
"USS0020K05S","1978-12-15","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,,,"  610",",,T",,
"USS0020K05S","1978-12-16","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,,,"  610",",,T",,
"USS0020K05S","1978-12-17","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","  381",",,T",,,,,,,,,,,,,"  -81",",,T","  914",",,T",,
"USS0020K05S","1978-12-18","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","   76",",,T",,,,,,,,,,,,," -123",",,T","  940",",,T",,
"USS0020K05S","1978-12-19","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,," -106",",,T","  940",",,T",,
"USS0020K05S","1978-12-20","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"  -37",",,T","  940",",,T",,
"USS0020K05S","1978-12-21","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"  -33",",,T","  940",",,T",,
"USS0020K05S","1978-12-22","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"  -38",",,T","  940",",,T",,
"USS0020K05S","1978-12-23","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,,,"  940",",,T",,
"USS0020K05S","1978-12-24","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"   -4",",,T","  940",",,T",,
"USS0020K05S","1978-12-25","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","   25",",,T",,,,,,,,,,,,,"    3",",,T"," 1016",",,T",,
"USS0020K05S","1978-12-26","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"  -35",",,T"," 1016",",,T",,
"USS0020K05S","1978-12-27","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"  -74",",,T"," 1041",",,T",,
"USS0020K05S","1978-12-28","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"  -90",",,T"," 1041",",,T",,
"USS0020K05S","1978-12-29","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"  -97",",,T"," 1041",",,T",,
"USS0020K05S","1978-12-30","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,," -107",",,T"," 1041",",,T",,
"USS0020K05S","1978-12-31","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"  -63",",,T"," 1041",",,T",,
"USS0020K05S","1979-01-01","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"   -1",",,T"," 1041",",,T",,
"USS0020K05S","1979-01-02","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"    8",",,T"," 1016",",,T",,
"USS0020K05S","1979-01-03","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"  -33",",,T"," 1041",",,T",,
"USS0020K05S","1979-01-04","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"  -64",",,T"," 1016",",,T",,
"USS0020K05S","1979-01-05","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"  -55",",,T"," 1041",",,T",,
"USS0020K05S","1979-01-06","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"  -44",",,T"," 1041",",,T",,
"USS0020K05S","1979-01-07","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"  -33",",,T"," 1041",",,T",,
"USS0020K05S","1979-01-08","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","   76",",,T",,,,,,,,,,,,,"  -66",",,T"," 1143",",,T",,
"USS0020K05S","1979-01-09","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","  102",",,T",,,,,,,,,,,,,"  -40",",,T"," 1143",",,T",,
"USS0020K05S","1979-01-10","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","  102",",,T",,,,,,,,,,,,,"   -4",",,T"," 1346",",,T",,
"USS0020K05S","1979-01-11","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","  356",",,T",,,,,,,,,,,,,"  -53",",,T"," 1651",",,T",,
"USS0020K05S","1979-01-12","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","  102",",,T",,,,,,,,,,,,,"  -87",",,T"," 1702",",,T",,
"USS0020K05S","1979-01-13","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","   25",",,T",,,,,,,,,,,,,"  -72",",,T"," 1778",",,T",,
"USS0020K05S","1979-01-14","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","  330",",,T",,,,,,,,,,,,,"  -73",",,T"," 2083",",,T",,
"USS0020K05S","1979-01-15","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","  102",",,T",,,,,,,,,,,,,"  -71",",,T"," 2159",",,T",,
"USS0020K05S","1979-01-16","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,,," 2159",",,T",,
"USS0020K05S","1979-01-17","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"  -68",",,T"," 2184",",,T",,
"USS0020K05S","1979-01-18","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"  -44",",,T"," 2184",",,T",,
"USS0020K05S","1979-01-19","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"    0",",,T"," 2184",",,T",,
"USS0020K05S","1979-01-20","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"   -6",",,T"," 2184",",,T",,
"USS0020K05S","1979-01-21","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"  -31",",,T"," 2184",",,T",,
"USS0020K05S","1979-01-22","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,,," 2184",",,T",,
"USS0020K05S","1979-01-23","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"  -71",",,T"," 2184",",,T",,
"USS0020K05S","1979-01-24","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","   25",",,T",,,,,,,,,,,,," -131",",,T"," 2210",",,T",,
"USS0020K05S","1979-01-25","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,," -167",",,T"," 2235",",,T",,
"USS0020K05S","1979-01-26","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,," -107",",,T"," 2235",",,T",,
"USS0020K05S","1979-01-27","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,," -171",",,T"," 2235",",,T",,
"USS0020K05S","1979-01-28","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","   76",",,T",,,,,,,,,,,,," -185",",,T"," 2235",",,T",,
"USS0020K05S","1979-01-29","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,," -143",",,T"," 2235",",,T",,
"USS0020K05S","1979-01-30","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","  102",",,T",,,,,,,,,,,,," -117",",,T"," 2235",",,T",,
"USS0020K05S","1979-01-31","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,," -136",",,T"," 2311",",,T",,
"USS0020K05S","1979-02-01","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","   76",",,T",,,,,,,,,,,,," -137",",,T"," 2362",",,T",,
"USS0020K05S","1979-02-02","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,," -112",",,T"," 2388",",,T",,
"USS0020K05S","1979-02-03","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"  -70",",,T"," 2362",",,T",,
"USS0020K05S","1979-02-04","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"  -29",",,T"," 2362",",,T",,
"USS0020K05S","1979-02-05","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"  -38",",,T"," 2362",",,T",,
"USS0020K05S","1979-02-06","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"  -29",",,T"," 2362",",,T",,
"USS0020K05S","1979-02-07","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"   -5",",,T"," 2362",",,T",,
"USS0020K05S","1979-02-08","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"   -8",",,T"," 2362",",,T",,
"USS0020K05S","1979-02-09","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"   22",",,T"," 2362",",,T",,
"USS0020K05S","1979-02-10","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"   -8",",,T"," 2362",",,T",,
"USS0020K05S","1979-02-11","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"   -8",",,T"," 2362",",,T",,
"USS0020K05S","1979-02-12","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","   25",",,T",,,,,,,,,,,,,"  -59",",,T"," 2515",",,T",,
"USS0020K05S","1979-02-13","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","  533",",,T",,,,,,,,,,,,,"  -61",",,T"," 3099",",,T",,
"USS0020K05S","1979-02-14","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","  102",",,T",,,,,,,,,,,,," -108",",,T"," 3226",",,T",,
"USS0020K05S","1979-02-15","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","  102",",,T",,,,,,,,,,,,,"  -78",",,T"," 3302",",,T",,
"USS0020K05S","1979-02-16","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","   25",",,T",,,,,,,,,,,,,"  -95",",,T"," 3404",",,T",,
"USS0020K05S","1979-02-17","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"  -74",",,T"," 3454",",,T",,
"USS0020K05S","1979-02-18","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","   76",",,T",,,,,,,,,,,,,"  -79",",,T"," 3632",",,T",,
"USS0020K05S","1979-02-19","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","   76",",,T",,,,,,,,,,,,,"  -83",",,T"," 3658",",,T",,
"USS0020K05S","1979-02-20","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","  102",",,T",,,,,,,,,,,,,"  -84",",,T"," 3962",",,T",,
"USS0020K05S","1979-02-21","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","  178",",,T",,,,,,,,,,,,," -103",",,T"," 4115",",,T",,
"USS0020K05S","1979-02-22","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","  102",",,T",,,,,,,,,,,,," -117",",,T"," 4420",",,T",,
"USS0020K05S","1979-02-23","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","  102",",,T",,,,,,,,,,,,,"  -73",",,T"," 4470",",,T",,
"USS0020K05S","1979-02-24","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","   25",",,T",,,,,,,,,,,,,"  -61",",,T"," 4470",",,T",,
"USS0020K05S","1979-02-25","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"  -66",",,T"," 4496",",,T",,
"USS0020K05S","1979-02-26","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","   76",",,T",,,,,,,,,,,,,"  -78",",,T"," 4623",",,T",,
"USS0020K05S","1979-02-27","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"  -45",",,T"," 4623",",,T",,
"USS0020K05S","1979-02-28","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,," -108",",,T"," 4801",",,T",,
"USS0020K05S","1979-03-01","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","   76",",,T",,,,,,,,,,,,,,," 4826",",,T",,
"USS0020K05S","1979-03-02","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,,," 4826",",,T",,
"USS0020K05S","1979-03-03","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,,," 4851",",,T",,
"USS0020K05S","1979-03-04","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,,," 4851",",,T",,
"USS0020K05S","1979-03-05","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"   87",",,T"," 4851",",,T",,
"USS0020K05S","1979-03-06","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"   36",",,T"," 4826",",,T",,
"USS0020K05S","1979-03-07","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"   33",",,T"," 4851",",,T",,
"USS0020K05S","1979-03-08","39.43","-120.31","2545.7","INDEPENDENCE LAKE, CA US","    0",",,T",,,,,,,,,,,,,"   -7",",,T"," 4851",",,T",,
