"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT05","WT05_ATTRIBUTES"
"USC00044484","1972-08-14","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-08-15","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-08-16","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-08-17","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-08-18","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-08-19","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-08-20","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-08-21","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-08-22","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-08-23","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-08-24","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-08-25","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-08-26","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-08-27","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-08-28","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-08-29","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-08-30","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-08-31","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-09-01","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-09-02","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-09-03","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-09-04","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-09-05","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-09-06","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-09-07","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-09-08","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-09-09","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-09-10","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-09-11","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-09-12","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-09-13","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-09-14","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-09-15","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-09-16","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-09-17","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-09-18","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-09-19","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-09-20","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-09-21","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-09-22","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-09-23","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-09-24","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-09-25","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-09-26","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","  295",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-09-27","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","  312",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-09-28","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    3",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-09-29","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-09-30","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-10-01","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-10-02","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-10-03","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0","T,,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-10-04","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-10-05","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-10-06","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-10-07","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-10-08","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-10-09","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","   13",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-10-10","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","   89",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-10-11","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","   91",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-10-12","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    8",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-10-13","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-10-14","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-10-15","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","   33",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-10-16","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","   64",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-10-17","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","   41",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-10-18","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","   76",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-10-19","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-10-20","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0","T,,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-10-21","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-10-22","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-10-23","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-10-24","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-10-25","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-10-26","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-10-27","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-10-28","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-10-29","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-10-30","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-10-31","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-11-01","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-11-02","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-11-03","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-11-04","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","  691",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-11-05","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-11-06","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-11-07","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","   30",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-11-08","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","  107",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-11-09","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-11-10","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","   84",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-11-11","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","  353",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-11-12","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","  135",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-11-13","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-11-14","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","  221",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-11-15","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","   30",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-11-16","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","  231",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-11-17","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","   36",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-11-18","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0","T,,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-11-19","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","   46",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-11-20","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","   28",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-11-21","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-11-22","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-11-23","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-11-24","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-11-25","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-11-26","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-11-27","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-11-28","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-11-29","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-11-30","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1972-12-01","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800",,,"    0",",,0",,,,,,,,,,,,
"USC00044484","1972-12-02","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800",,,"    0",",,0",,,,,,,,,,,,
"USC00044484","1972-12-03","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800",,,"    0",",,0",,,,,,,,,,,,
"USC00044484","1972-12-04","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800",,,"    0",",,0",,,,,,,,,,,,
"USC00044484","1972-12-05","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800",,,"    0",",,0",,,,,,,,,,,,
"USC00044484","1972-12-06","38.8088","-120.8208","609.6","KELSEY 1 N, CA US",,,,,"    0",",,0",,,,,,,,,,,,
"USC00044484","1972-12-07","38.8088","-120.8208","609.6","KELSEY 1 N, CA US",,,,,"  178",",,0",,,,,,,,,,,,
"USC00044484","1972-12-08","38.8088","-120.8208","609.6","KELSEY 1 N, CA US",,,,,"  203",",,0","    3",",,0",,,"  356",",,0",,,,,,
"USC00044484","1972-12-09","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800",,,,,,,,,,,,,,,,
"USC00044484","1972-12-10","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800",,,,,,,,,,,,,,,,
"USC00044484","1972-12-11","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800",,,,,,,,,,,,,,,,
"USC00044484","1972-12-12","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800",,,,,,,,,,,,,,,,
"USC00044484","1972-12-13","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800",,,,,,,,,,,,,,,,
"USC00044484","1972-12-14","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800",,,,,,,,,,,,,,,,
"USC00044484","1972-12-15","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800",,,,,,,,,,,,,,,,
"USC00044484","1972-12-16","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800",,,,,,,,,,,,,,,,
"USC00044484","1972-12-17","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","  282",",,0,0800",,,"    0",",,0",,,,,,,,,,,,
"USC00044484","1972-12-18","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","   94",",,0,0800",,,"    0",",,0",,,,,,,,,,,,
"USC00044484","1972-12-19","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","  295",",,0,0800",,,"    0",",,0",,,,,,,,,,,,
"USC00044484","1972-12-20","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    8",",,0,0800",,,"    0",",,0",,,,,,,,,,,,
"USC00044484","1972-12-21","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800",,,"    0",",,0",,,,,,,,,,,,
"USC00044484","1972-12-22","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","   97",",,0,0800",,,"    0",",,0",,,,,,,,,,,,
"USC00044484","1972-12-23","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800",,,"    0",",,0",,,,,,,,,,,,
"USC00044484","1972-12-24","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","   97",",,0,0800",,,"    0",",,0",,,,,,,,,,,,
"USC00044484","1972-12-25","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800",,,"    0",",,0",,,,,,,,,,,,
"USC00044484","1972-12-26","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800",,,"    0",",,0",,,,,,,,,,,,
"USC00044484","1972-12-27","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800",,,"    0",",,0",,,,,,,,,,,,
"USC00044484","1972-12-28","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","   84",",,0,0800",,,"    0",",,0",,,,,,,,,,,,
"USC00044484","1972-12-29","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800",,,"    0",",,0",,,,,,,,,,,,
"USC00044484","1972-12-30","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800",,,"    0",",,0",,,,,,,,,,,,
"USC00044484","1972-12-31","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800",,,"    0",",,0",,,,,,,,,,,,
"USC00044484","1973-01-01","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1973-01-02","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1973-01-03","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","   74",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1973-01-04","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1973-01-05","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1973-01-06","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1973-01-07","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1973-01-08","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1973-01-09","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","  229",",,0,0800","    0","T,,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1973-01-10","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","  254",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1973-01-11","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","   81",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1973-01-12","38.8088","-120.8208","609.6","KELSEY 1 N, CA US"," 1072",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1973-01-13","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","  206",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1973-01-14","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1973-01-15","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1973-01-16","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","  508",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1973-01-17","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","  269",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1973-01-18","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","  107",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1973-01-19","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","  267",",,0,0800","    0","T,,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1973-01-20","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,
"USC00044484","1973-01-21","38.8088","-120.8208","609.6","KELSEY 1 N, CA US","   99",",,0,0800","   20",",,0","   25",",,0",,,,,,,,,,,,
