"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USW00023130","1949-02-07","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","   30",",,X","    0",",,X","    0",",,X","  100",",,X","   50",",,X",,,,," 2342",",,X",,,,,,,,,"  360","W,,X",,,,,"  215",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00023130","1949-02-08","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  128",",,X","   39",",,X",,,,," 0218",",,X",,,,,,,,,"  360","W,,X",,,,,"  206",",,X",,,,,,,,,,,,,,,,
"USW00023130","1949-02-09","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  189",",,X","   39",",,X",,,,," 0430",",,X",,,,,,,,,"  293","W,,X",,,,,"  103",",,X",,,,,,,,,,,,,,,,
"USW00023130","1949-02-10","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  211",",,X","   -6",",,X",,,,," 1654",",,X",,,,,,,,,"  293","W,,X",,,,,"   31",",,X",,,,,,,,,,,,,,,,
"USW00023130","1949-02-11","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","   18",",,X","    0",",,X","    0",",,X","  111",",,X","   28",",,X",,,,," 1842",",,X",,,,,,,,,"  270","W,,X",,,,,"   89",",,X","    1",",,X",,,,,,,,,"    1",",,X","    1",",,X",,
"USW00023130","1949-02-12","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  106",",,X","  -11",",,X",,,,," 0942",",,X",,,,,,,,,"  338","W,,X",,,,,"   98",",,X",,,,,,,,,,,,,,,,
"USW00023130","1949-02-13","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","   94",",,X","  -17",",,X",,,,," 2354",",,X",,,,,,,,,"  360","W,,X",,,,,"  112",",,X",,,,,,,,,,,"    1",",,X",,,,
"USW00023130","1949-02-14","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  139",",,X","   -6",",,X",,,,," 0418",",,X",,,,,,,,,"  360","W,,X",,,,,"  148",",,X",,,,,,,,,,,,,,,,
"USW00023130","1949-02-15","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  161",",,X","  -22",",,X",,,,," 1424",",,X",,,,,,,,,"  158","W,,X",,,,,"   54",",,X",,,,,,,,,,,"    1",",,X",,,,
"USW00023130","1949-02-16","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  217",",,X","    6",",,X",,,,," 1454",",,X",,,,,,,,,"  360","W,,X",,,,,"  107",",,X",,,,,,,,,,,,,,,,
"USW00023130","1949-02-17","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  250",",,X","   61",",,X",,,,," 0818",",,X",,,,,,,,,"  360","W,,X",,,,,"   76",",,X",,,,,,,,,,,,,,,,
"USW00023130","1949-02-18","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  211",",,X","   28",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00023130","1949-02-19","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  144",",,X","   44",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,"    1",",,X",,,,
"USW00023130","1949-02-20","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0","T,,X","    0",",,X","    0",",,X","  150",",,X","   50",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,"    1",",,X","    1",",,X",,
"USW00023130","1949-02-21","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  228",",,X","   50",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00023130","1949-02-22","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  261",",,X","   78",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023130","1949-02-23","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  206",",,X","   44",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,"    1",",,X",,,,
"USW00023130","1949-02-24","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    5",",,X","    0",",,X","    0",",,X","  128",",,X","   89",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,"    1",",,X","    1",",,X",,
"USW00023130","1949-02-25","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  144",",,X","   61",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00023130","1949-02-26","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","   48",",,X","    0",",,X","    0",",,X","  122",",,X","   72",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,"    1",",,X","    1",",,X",,
"USW00023130","1949-02-27","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  128",",,X","   33",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,"    1",",,X",,,,
"USW00023130","1949-02-28","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  122",",,X","   78",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00023130","1949-03-01","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  172",",,X","   33",",,X",,,,," 1512",",,X",,,,,,,,,"  158","W,,X",,,,,"   67",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,,
"USW00023130","1949-03-02","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","   10",",,X","    0",",,X","    0",",,X","  122",",,X","   89",",,X",,,,," 1442",",,X",,,,,,,,,"  180","W,,X",,,,,"   72",",,X","    1",",,X",,,,,,,,,"    1",",,X","    1",",,X",,
"USW00023130","1949-03-03","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","   41",",,X","    0",",,X","    0",",,X","  156",",,X","   56",",,X",,,,," 1442",",,X",,,,,,,,,"  180","W,,X",,,,,"   72",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00023130","1949-03-04","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","   36",",,X","    0",",,X","    0",",,X","  117",",,X","   39",",,X",,,,," 1018",",,X",,,,,,,,,"  158","W,,X",,,,,"   54",",,X","    1",",,X",,,,,,,,,"    1",",,X","    1",",,X",,
"USW00023130","1949-03-05","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  156",",,X","   22",",,X",,,,," 1612",",,X",,,,,,,,,"  270","W,,X",,,,,"   54",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,,
"USW00023130","1949-03-06","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  200",",,X","   22",",,X",,,,," 1642",",,X",,,,,,,,,"  293","W,,X",,,,,"   49",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,,
"USW00023130","1949-03-07","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0","T,,X","    0",",,X","    0",",,X","  156",",,X","   78",",,X",,,,," 1606",",,X",,,,,,,,,"  270","W,,X",,,,,"   85",",,X",,,,,,,,,,,"    1",",,X","    1",",,X",,
"USW00023130","1949-03-08","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  161",",,X","   28",",,X",,,,," 0918",",,X",,,,,,,,,"  338","W,,X",,,,,"   94",",,X",,,,,,,,,,,,,,,,
"USW00023130","1949-03-09","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  178",",,X","   39",",,X",,,,," 1230",",,X",,,,,,,,,"  180","W,,X",,,,,"   67",",,X",,,,,,,,,,,,,,,,
"USW00023130","1949-03-10","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","   61",",,X","    0",",,X","    0",",,X","  167",",,X","   22",",,X",,,,," 1424",",,X",,,,,,,,,"  158","W,,X",,,,,"   67",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00023130","1949-03-11","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","   25",",,X","    0",",,X","    0",",,X","  161",",,X","   67",",,X",,,,," 1612",",,X",,,,,,,,,"  270","W,,X",,,,,"   89",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00023130","1949-03-12","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  172",",,X","   17",",,X",,,,," 1712",",,X",,,,,,,,,"  270","W,,X",,,,,"   58",",,X",,,,,,,,,,,,,,,,
"USW00023130","1949-03-13","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  217",",,X","   22",",,X",,,,," 0554",",,X",,,,,,,,,"  270","W,,X",,,,,"   31",",,X",,,,,,,,,,,,,,,,
"USW00023130","1949-03-14","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  228",",,X","   56",",,X",,,,," 1818",",,X",,,,,,,,,"  270","W,,X",,,,,"   27",",,X",,,,,,,,,,,"    1",",,X",,,,
"USW00023130","1949-03-15","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  217",",,X","   50",",,X",,,,," 1442",",,X",,,,,,,,,"  135","W,,X",,,,,"   67",",,X",,,,,,,,,,,"    1",",,X",,,,
"USW00023130","1949-03-16","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  178",",,X","   39",",,X",,,,," 1536",",,X",,,,,,,,,"  293","W,,X",,,,,"   72",",,X","    1",",,X",,,,,,,,,,,,,,
"USW00023130","1949-03-17","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  183",",,X","   39",",,X",,,,," 1454",",,X",,,,,,,,,"  158","W,,X",,,,,"   54",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,,
"USW00023130","1949-03-18","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0","T,,X","    0",",,X","    0",",,X","  211",",,X","   50",",,X",,,,," 1424",",,X",,,,,,,,,"  135","W,,X",,,,,"   63",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,,
"USW00023130","1949-03-19","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","   20",",,X","    0",",,X","    0",",,X","  161",",,X","   28",",,X",,,,," 1348",",,X",,,,,,,,,"  225","W,,X",,,,,"   94",",,X",,,,,,,,,,,"    1",",,X","    1",",,X",,
"USW00023130","1949-03-20","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  183",",,X","   56",",,X",,,,," 1030",",,X",,,,,,,,,"  338","W,,X",,,,,"  148",",,X",,,,,,,,,,,,,,,,
"USW00023130","1949-03-21","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  222",",,X","   22",",,X",,,,," 1400",",,X",,,,,,,,,"  158","W,,X",,,,,"   49",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,,
"USW00023130","1949-03-22","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0","T,,X","    0",",,X","    0",",,X","  150",",,X","   78",",,X",,,,," 1500",",,X",,,,,,,,,"  248","W,,X",,,,,"  139",",,X","    1",",,X",,,,,,,,,"    1",",,X","    1",",,X",,
"USW00023130","1949-03-23","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  156",",,X","   50",",,X",,,,," 1524",",,X",,,,,,,,,"  270","W,,X",,,,,"   89",",,X",,,,,,,,,,,,,,,,
"USW00023130","1949-03-24","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0","T,,X","    0",",,X","    0",",,X","  128",",,X","   33",",,X",,,,," 1636",",,X",,,,,,,,,"  293","W,,X",,,,,"   72",",,X",,,,,,,,,,,"    1",",,X","    1",",,X",,
"USW00023130","1949-03-25","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  183",",,X","   67",",,X",,,,," 0918",",,X",,,,,,,,,"  360","W,,X",,,,,"  103",",,X",,,,,,,,,,,,,,,,
"USW00023130","1949-03-26","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  178",",,X","   61",",,X",,,,," 1348",",,X",,,,,,,,,"  158","W,,X",,,,,"   67",",,X",,,,,,,,,,,"    1",",,X",,,,
"USW00023130","1949-03-27","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  228",",,X","   39",",,X",,,,," 1348",",,X",,,,,,,,,"  135","W,,X",,,,,"   67",",,X",,,,,,,,,,,"    1",",,X",,,,
"USW00023130","1949-03-28","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0","T,,X","    0",",,X","    0",",,X","  156",",,X","   50",",,X",,,,," 0736",",,X",,,,,,,,,"  360","W,,X",,,,,"  192",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,
"USW00023130","1949-03-29","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  189",",,X","   28",",,X",,,,," 0354",",,X",,,,,,,,,"   45","W,,X",,,,,"  121",",,X",,,,,,,,,,,"    1",",,X",,,,
"USW00023130","1949-03-30","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  150",",,X","    6",",,X",,,,," 2136",",,X",,,,,,,,,"   68","W,,X",,,,,"   94",",,X",,,,,,,,,,,,,,,,
"USW00023130","1949-03-31","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  161",",,X","   33",",,X",,,,," 1324",",,X",,,,,,,,,"  180","W,,X",,,,,"   76",",,X",,,,,,,,,,,,,,,,
"USW00023130","1949-04-01","34.21214","-118.49146","239.2","VAN NUYS AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  167",",,X","   61",",,X",,,,," 1442",",,X",,,,,,,,,"  135","W,,X",,,,,"   72",",,X",,,,,,,,,,,,,,,,
