"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USW00023202","1949-01-08","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  111",",,X","    0",",,X"," 1054",",,X",,,"  338","W,,X","  188",",,X",,,,,,,,,,,"    1",",,X",,,,
"USW00023202","1949-01-09","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","   50",",,X","    0",",,X"," 1054",",,X",,,"  338","W,,X","  299",",,X",,,,,,,,,,,,,,,,
"USW00023202","1949-01-10","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","   50",",,X","  -17",",,X"," 0948",",,X",,,"  338","W,,X","  232",",,X",,,,,,,,,,,,,,,,
"USW00023202","1949-01-11","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","   83",",,X","  -11",",,X"," 1136",",,X",,,"  338","W,,X","  192",",,X",,,,,,,,,,,,,,,,
"USW00023202","1949-01-12","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","   56",",,X","  -22",",,X"," 0418",",,X",,,"  338","W,,X","  197",",,X",,,,,,,,,,,,,,,,
"USW00023202","1949-01-13","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","   78",",,X","  -22",",,X"," 0512",",,X",,,"  338","W,,X","  107",",,X",,,,,,,,,,,,,,,,
"USW00023202","1949-01-14","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  100",",,X","  -17",",,X"," 0618",",,X",,,"  338","W,,X","   98",",,X",,,,,,,,,,,,,,,,
"USW00023202","1949-01-15","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  139",",,X","  -33",",,X"," 2354",",,X",,,"  338","W,,X","  197",",,X",,,,,,,,,,,,,,,,
"USW00023202","1949-01-16","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  122",",,X","   56",",,X"," 1000",",,X",,,"  360","W,,X","  286",",,X",,,,,,,,,,,,,,,,
"USW00023202","1949-01-17","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0","T,,X,null","    0",",,X","    0",",,X","  122",",,X","   11",",,X"," 0212",",,X",,,"  360","W,,X","   85",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00023202","1949-01-18","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0","T,,X,null","    0",",,X","    0",",,X","   83",",,X","   11",",,X"," 0148",",,X",,,"  360","W,,X","   80",",,X",,,,,,,,,,,"    1",",,X","    1",",,X",,
"USW00023202","1949-01-19","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","  310",",,X,null","    0",",,X","    0",",,X","   56",",,X","   11",",,X"," 1406",",,X",,,"  338","W,,X","  165",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,
"USW00023202","1949-01-20","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","   83",",,X","   -6",",,X"," 1124",",,X",,,"  338","W,,X","   98",",,X",,,,,,,,,,,,,,,,
"USW00023202","1949-01-21","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","   33",",,X,null","    0",",,X","    0",",,X","   83",",,X","   22",",,X"," 1312",",,X",,,"  180","W,,X","  152",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00023202","1949-01-22","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","   46",",,X,null","    0",",,X","    0",",,X","   89",",,X","    6",",,X"," 1242",",,X",,,"  225","W,,X","  116",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00023202","1949-01-23","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","   61",",,X","  -22",",,X"," 2218",",,X",,,"  338","W,,X","   85",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,,
"USW00023202","1949-01-24","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","   67",",,X","    0",",,X"," 2342",",,X",,,"  338","W,,X","  206",",,X",,,,,,,,,,,,,,,,
"USW00023202","1949-01-25","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  122",",,X","   -6",",,X"," 0518",",,X",,,"  338","W,,X","  197",",,X",,,,,,,,,,,,,,,,
"USW00023202","1949-01-26","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","   78",",,X","  -22",",,X"," 0636",",,X",,,"  360","W,,X","   80",",,X",,,,,,,,,,,"    1",",,X",,,,
"USW00023202","1949-01-27","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  128",",,X","  -33",",,X"," 1530",",,X",,,"  158","W,,X","   54",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,,
"USW00023202","1949-01-28","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  139",",,X","   -6",",,X"," 1542",",,X",,,"  338","W,,X","  255",",,X","    1",",,X",,,,,,,,,,,,,,
"USW00023202","1949-01-29","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  133",",,X","  -11",",,X"," 0018",",,X",,,"  338","W,,X","  165",",,X",,,,,,,,,,,,,,,,
"USW00023202","1949-01-30","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  133",",,X","    0",",,X"," 2306",",,X",,,"  338","W,,X","   76",",,X",,,,,,,,,,,,,,,,
"USW00023202","1949-01-31","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  139",",,X","   22",",,X"," 0200",",,X",,,"  338","W,,X","  143",",,X",,,,,,,,,,,,,,,,
"USW00023202","1949-02-01","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","   13",",,X,null","    0",",,X","    0",",,X","  128",",,X","    6",",,X"," 1700",",,X",,,"  315","W,,X","  107",",,X",,,,,,,,,,,"    1",",,X","    1",",,X",,
"USW00023202","1949-02-02","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","   46",",,X,null","    0",",,X","    0",",,X","   94",",,X","   -6",",,X"," 2024",",,X",,,"  158","W,,X","  125",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00023202","1949-02-03","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  117",",,X","    6",",,X"," 0118",",,X",,,"  225","W,,X","  121",",,X",,,,,,,,,,,,,,,,
"USW00023202","1949-02-04","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","   58",",,X,null","    0",",,X","    0",",,X","   78",",,X","   44",",,X"," 2306",",,X",,,"  225","W,,X","  103",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,
"USW00023202","1949-02-05","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  106",",,X","    6",",,X"," 1448",",,X",,,"  338","W,,X","   98",",,X",,,,,,,,,,,,,,,,
"USW00023202","1949-02-06","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","  160",",,X,null","    0",",,X","    0",",,X","   83",",,X","    6",",,X"," 1912",",,X",,,"  180","W,,X","  188",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,
"USW00023202","1949-02-07","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","   10",",,X,null","    0",",,X","    0",",,X","  117",",,X","   33",",,X"," 0936",",,X",,,"  293","W,,X","  125",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00023202","1949-02-08","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  111",",,X","    0",",,X"," 1412",",,X",,,"  225","W,,X","   72",",,X",,,,,,,,,,,"    1",",,X",,,,
"USW00023202","1949-02-09","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  111",",,X","   28",",,X"," 0524",",,X",,,"  360","W,,X","   63",",,X","    1",",,X",,,,,,,,,,,,,,
"USW00023202","1949-02-10","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US",,,"    0",",,X","    0",",,X","   89",",,X","   44",",,X"," 2354",",,X",,,"  225","W,,X","  125",",,X","    1",",,X",,,,,,,,,"    1",",,X","    1",",,X",,
"USW00023202","1949-02-11","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US",,,"    0","T,,X","    0",",,X","  100",",,X","    6",",,X"," 1648",",,X",,,"  338","W,,X","  139",",,X",,,,,,,,,,,,,"    1",",,X","    1",",,X"
"USW00023202","1949-02-12","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  100",",,X","  -17",",,X"," 1454",",,X",,,"  338","W,,X","  148",",,X","    1",",,X",,,,,,,,,,,,,,
"USW00023202","1949-02-13","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","   89",",,X","    6",",,X"," 0942",",,X",,,"  360","W,,X","  197",",,X",,,,,,,,,,,,,,,,
"USW00023202","1949-02-14","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  117",",,X","  -17",",,X"," 2342",",,X",,,"  203","W,,X","  116",",,X",,,,,,,,,,,,,,,,
"USW00023202","1949-02-15","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  122",",,X","   56",",,X"," 0236",",,X",,,"  225","W,,X","  148",",,X",,,,,,,,,,,"    1",",,X",,,,
"USW00023202","1949-02-16","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  133",",,X","   44",",,X"," 0254",",,X",,,"  360","W,,X","   76",",,X",,,,,,,,,,,,,,,,
"USW00023202","1949-02-17","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  183",",,X","   11",",,X"," 1712",",,X",,,"  225","W,,X","   89",",,X","    1",",,X",,,,,,,,,,,,,,
"USW00023202","1949-02-18","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  183",",,X","   33",",,X"," 2336",",,X",,,"  225","W,,X","   67",",,X","    1",",,X",,,,,,,,,,,,,,
"USW00023202","1949-02-19","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  211",",,X","   17",",,X"," 2230",",,X",,,"  225","W,,X","  179",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,,
"USW00023202","1949-02-20","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    5",",,X,null","    0",",,X","    0",",,X","  139",",,X","   78",",,X"," 0224",",,X",,,"  225","W,,X","  134",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00023202","1949-02-21","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  183",",,X","   39",",,X"," 1900",",,X",,,"  225","W,,X","   98",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,,
"USW00023202","1949-02-22","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0","T,,X,null","    0",",,X","    0",",,X","  139",",,X","   78",",,X"," 1118",",,X",,,"  180","W,,X","  152",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,
"USW00023202","1949-02-23","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0","T,,X,null","    0",",,X","    0",",,X","  128",",,X","   28",",,X"," 0148",",,X",,,"   23","W,,X","   63",",,X","    1",",,X",,,,,,,,,"    1",",,X","    1",",,X",,
"USW00023202","1949-02-24","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","  170",",,X,null","    0",",,X","    0",",,X","  150",",,X","   89",",,X"," 1406",",,X",,,"  360","W,,X","   76",",,X","    1",",,X",,,,,,,,,"    1",",,X","    1",",,X",,
"USW00023202","1949-02-25","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  144",",,X","   44",",,X"," 1618",",,X",,,"  225","W,,X","  125",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,,
"USW00023202","1949-02-26","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","   25",",,X,null","    0",",,X","    0",",,X","  111",",,X","   83",",,X"," 0006",",,X",,,"  225","W,,X","   89",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00023202","1949-02-27","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  167",",,X","   56",",,X"," 1154",",,X",,,"  225","W,,X","   89",",,X",,,,,,,,,,,,,,,,
"USW00023202","1949-02-28","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  144",",,X","   61",",,X"," 2024",",,X",,,"  225","W,,X","   80",",,X",,,,,,,,,,,,,,,,
"USW00023202","1949-03-01","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","   71",",,X,null","    0",",,X","    0",",,X","  150",",,X","   89",",,X"," 1912",",,X",,,"  248","W,,X","   72",",,X",,,,,,,,,,,"    1",",,X","    1",",,X",,
"USW00023202","1949-03-02","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","   86",",,X,null","    0",",,X","    0",",,X","  144",",,X","   78",",,X"," 1800",",,X",,,"  203","W,,X","  156",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00023202","1949-03-03","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","   58",",,X,null","    0",",,X","    0",",,X","  106",",,X","   67",",,X"," 1742",",,X",,,"  113","W,,X","   85",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00023202","1949-03-04","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    3",",,X,null","    0",",,X","    0",",,X","  144",",,X","   67",",,X"," 1612",",,X",,,"  113","W,,X","   89",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,
"USW00023202","1949-03-05","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    8",",,X,null","    0",",,X","    0",",,X","  139",",,X","   67",",,X"," 1524",",,X",,,"  180","W,,X","   98",",,X",,,"    1",",,X",,,,,,,,,"    1",",,X",,
"USW00023202","1949-03-06","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  156",",,X","   61",",,X"," 0748",",,X",,,"  360","W,,X","   72",",,X",,,,,,,,,,,,,,,,
"USW00023202","1949-03-07","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  144",",,X","   61",",,X"," 1712",",,X",,,"  225","W,,X","  125",",,X",,,,,,,,,,,,,,,,
"USW00023202","1949-03-08","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  156",",,X","   44",",,X"," 1312",",,X",,,"  225","W,,X","   89",",,X",,,,,,,,,,,,,,,,
"USW00023202","1949-03-09","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","  173",",,X,null","    0",",,X","    0",",,X","  133",",,X","   78",",,X"," 2342",",,X",,,"  135","W,,X","  174",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,
"USW00023202","1949-03-10","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","   64",",,X,null","    0",",,X","    0",",,X","  144",",,X","   83",",,X"," 1018",",,X",,,"  135","W,,X","  183",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,
"USW00023202","1949-03-11","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","  163",",,X,null","    0",",,X","    0",",,X","  117",",,X","   72",",,X"," 0900",",,X",,,"  135","W,,X","  179",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,
"USW00023202","1949-03-12","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  156",",,X","   78",",,X"," 1254",",,X",,,"  338","W,,X","   63",",,X",,,,,,,,,,,,,,,,
"USW00023202","1949-03-13","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  167",",,X","   72",",,X"," 1406",",,X",,,"  293","W,,X","   72",",,X",,,,,,,,,,,,,,,,
"USW00023202","1949-03-14","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0","T,,X,null","    0",",,X","    0",",,X","  172",",,X","   89",",,X"," 2348",",,X",,,"  360","W,,X","   63",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00023202","1949-03-15","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    8",",,X,null","    0",",,X","    0",",,X","  161",",,X","   94",",,X"," 1936",",,X",,,"  180","W,,X","   98",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00023202","1949-03-16","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","   13",",,X,null","    0",",,X","    0",",,X","  183",",,X","   89",",,X"," 1354",",,X",,,"  203","W,,X","  130",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00023202","1949-03-17","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  183",",,X","  100",",,X"," 1254",",,X",,,"  225","W,,X","  112",",,X",,,,,,,,,,,,,,,,
"USW00023202","1949-03-18","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  183",",,X","  100",",,X"," 0912",",,X",,,"  225","W,,X","  152",",,X",,,,,,,,,,,,,,,,
"USW00023202","1949-03-19","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","  168",",,X,null","    0",",,X","    0",",,X","  172",",,X","  111",",,X"," 1554",",,X",,,"  225","W,,X","  143",",,X","    1",",,X",,,,,,,,,"    1",",,X","    1",",,X",,
"USW00023202","1949-03-20","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  172",",,X","   67",",,X"," 2348",",,X",,,"  225","W,,X","  130",",,X",,,,,,,,,,,,,,,,
"USW00023202","1949-03-21","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  178",",,X","   89",",,X"," 2042",",,X",,,"  225","W,,X","  139",",,X",,,,,,,,,,,,,,,,
"USW00023202","1949-03-22","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","   41",",,X,null","    0",",,X","    0",",,X","  122",",,X","   61",",,X"," 1648",",,X",,,"  225","W,,X","  139",",,X",,,,,,,,,,,,,"    1",",,X",,
"USW00023202","1949-03-23","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  144",",,X","   33",",,X"," 1606",",,X",,,"  248","W,,X","  148",",,X",,,,,,,,,,,,,,,,
"USW00023202","1949-03-24","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  183",",,X","   44",",,X"," 0900",",,X",,,"  338","W,,X","  125",",,X",,,,,,,,,,,,,,,,
"USW00023202","1949-03-25","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  167",",,X","   67",",,X"," 1542",",,X",,,"  225","W,,X","  134",",,X",,,,,,,,,,,,,,,,
"USW00023202","1949-03-26","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  206",",,X","   56",",,X"," 1606",",,X",,,"  225","W,,X","  121",",,X","    1",",,X",,,,,,,,,,,,,,
"USW00023202","1949-03-27","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  206",",,X","   94",",,X"," 1412",",,X",,,"  248","W,,X","  174",",,X",,,,,,,,,,,,,,,,
"USW00023202","1949-03-28","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  156",",,X","   67",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023202","1949-03-29","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  206",",,X","   89",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023202","1949-03-30","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  178",",,X","   72",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023202","1949-03-31","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  217",",,X","  111",",,X"," 0512",",,X",,,"  338","W,,X","  241",",,X",,,,,,,,,,,,,,,,
"USW00023202","1949-04-01","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  211",",,X","   67",",,X"," 2142",",,X",,,"  203","W,,X","  148",",,X",,,,,,,,,,,"    1",",,X",,,,
"USW00023202","1949-04-02","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  206",",,X","   72",",,X"," 0012",",,X",,,"  203","W,,X","  125",",,X",,,,,,,,,,,,,,,,
"USW00023202","1949-04-03","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  244",",,X","   72",",,X"," 1118",",,X",,,"  338","W,,X","  152",",,X",,,,,,,,,,,,,,,,
"USW00023202","1949-04-04","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  256",",,X","   78",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023202","1949-04-05","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  261",",,X","  111",",,X"," 2336",",,X",,,"  203","W,,X","  107",",,X",,,,,,,,,,,,,,,,
"USW00023202","1949-04-06","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  222",",,X","  100",",,X"," 1136",",,X",,,"  225","W,,X","  134",",,X",,,,,,,,,,,,,,,,
"USW00023202","1949-04-07","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  206",",,X","   89",",,X"," 1254",",,X",,,"  225","W,,X","  152",",,X",,,,,,,,,,,,,,,,
"USW00023202","1949-04-08","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  211",",,X","   67",",,X"," 0142",",,X",,,"  203","W,,X","  121",",,X",,,,,,,,,,,,,,,,
"USW00023202","1949-04-09","38.26667","-121.93333","18.0","TRAVIS FIELD AFB, CA US","    0",",,X,null","    0",",,X","    0",",,X","  261",",,X","   89",",,X"," 0006",",,X",,,"  225","W,,X","   98",",,X",,,,,,,,,,,,,,,,
