"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00040176","1948-09-30","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-10-01","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-10-02","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-10-03","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-10-04","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-10-05","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-10-06","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-10-07","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-10-08","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-10-09","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-10-10","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-10-11","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-10-12","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-10-13","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-10-14","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-10-15","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-10-16","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-10-17","34.5594","-115.7443","200.6","AMBOY, CA US","  132",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-10-18","34.5594","-115.7443","200.6","AMBOY, CA US","   41",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-10-19","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-10-20","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-10-21","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-10-22","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-10-23","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-10-24","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-10-25","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-10-26","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-10-27","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-10-28","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-10-29","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-10-30","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-10-31","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-11-01","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-11-02","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-11-03","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-11-04","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-11-05","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-11-06","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-11-07","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-11-08","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-11-09","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-11-10","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-11-11","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-11-12","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-11-13","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-11-14","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-11-15","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-11-16","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-11-17","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-11-18","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-11-19","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-11-20","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-11-21","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-11-22","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-11-23","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-11-24","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-11-25","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-11-26","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-11-27","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-11-28","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-11-29","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-11-30","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-12-01","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-12-02","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-12-03","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-12-04","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-12-05","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-12-06","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-12-07","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-12-08","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-12-09","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-12-10","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-12-11","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-12-12","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-12-13","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-12-14","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-12-15","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-12-16","34.5594","-115.7443","200.6","AMBOY, CA US","   23",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-12-17","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-12-18","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-12-19","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-12-20","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-12-21","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-12-22","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-12-23","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-12-24","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-12-25","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-12-26","34.5594","-115.7443","200.6","AMBOY, CA US","   10",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-12-27","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-12-28","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-12-29","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-12-30","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1948-12-31","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1949-01-01","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1949-01-02","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1949-01-03","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1949-01-04","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1949-01-05","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1949-01-06","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1949-01-07","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1949-01-08","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1949-01-09","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1949-01-11","34.5594","-115.7443","200.6","AMBOY, CA US",,,,,,,,,,,"    2",",,0","  211",",,0",,,,
"USC00040176","1949-01-12","34.5594","-115.7443","200.6","AMBOY, CA US","  175",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1949-01-13","34.5594","-115.7443","200.6","AMBOY, CA US","   23",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1949-01-14","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1949-01-15","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1949-01-16","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1949-01-17","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1949-01-18","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1949-01-19","34.5594","-115.7443","200.6","AMBOY, CA US","   18",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1949-01-20","34.5594","-115.7443","200.6","AMBOY, CA US","   74",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1949-01-21","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1949-01-22","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1949-01-23","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1949-01-24","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1949-01-25","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1949-01-26","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1949-01-27","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1949-01-28","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1949-01-29","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1949-01-30","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1949-01-31","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1949-02-01","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
"USC00040176","1949-02-02","34.5594","-115.7443","200.6","AMBOY, CA US","    0",",,0,",,,,,,,,,,,,,,,,
