"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00046328","1943-12-08","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1943-12-09","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1943-12-10","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1943-12-11","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1943-12-12","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1943-12-13","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1943-12-14","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1943-12-15","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1943-12-16","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1943-12-17","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1943-12-18","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1943-12-19","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,6",,
"USC00046328","1943-12-20","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","   41",",,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1943-12-21","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1943-12-22","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1943-12-23","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1943-12-24","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1943-12-25","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1943-12-26","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1943-12-27","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1943-12-28","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1943-12-29","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1943-12-30","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1943-12-31","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","   15",",,6,0800",,,"    0","T,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-01-01","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","  152",",,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,6",,
"USC00046328","1944-01-02","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","  127",",,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-01-03","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-01-04","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","   18",",,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-01-05","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","  168",",,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-01-06","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-01-07","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-01-08","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-01-09","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","   33",",,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-01-10","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,6",,
"USC00046328","1944-01-11","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-01-12","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-01-13","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-01-14","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","   36",",,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-01-15","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-01-16","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-01-17","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-01-18","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-01-19","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-01-20","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-01-21","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-01-22","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-01-23","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","  188",",,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,6",,
"USC00046328","1944-01-24","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    8",",,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-01-25","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-01-26","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-01-27","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-01-28","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-01-29","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-01-30","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-01-31","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","T,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-02-01","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","   38",",,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-02-02","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","   10",",,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-02-03","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","  102",",,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,6",,
"USC00046328","1944-02-04","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","   89",",,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-02-05","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","T,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-02-07","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","   79",",,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-02-08","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","   25",",,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,6",,
"USC00046328","1944-02-09","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US",,,,,,,,,,,,,,,"    1",",,6",,,,,,,,,,,,,,,,,,
"USC00046328","1944-02-14","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","T,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,6",,
"USC00046328","1944-02-15","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","   20",",,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-02-17","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","   25",",,6,0800",,,,,,,,,,,,,"    1",",,6",,,,,,,,,,,,,,,,,,
"USC00046328","1944-02-18","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US",,,,,,,,,,,,,,,"    1",",,6",,,,,,,,,,,,,,,,,,
"USC00046328","1944-02-19","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","   25",",,6,0800",,,,,,,,,,,,,"    1",",,6",,,,,,,,,,,,,,,,,,
"USC00046328","1944-02-20","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US",,,,,,,,,,,,,,,"    1",",,6",,,,,,,,,,,,,,,,,,
"USC00046328","1944-02-22","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US"," 1275",",S,6,0800",,,"    0","T,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,6"
"USC00046328","1944-02-25","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","   15",",,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,6",,
"USC00046328","1944-02-27","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,6",,
"USC00046328","1944-02-28","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","   64",",,6,0800",,,"    0","T,,6",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,6"
"USC00046328","1944-02-29","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","   25",",,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,6",,
"USC00046328","1944-03-01","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800","    0",",,6",,,,,,,,,,,"    1",",,6",,,,,,,,,,,,,,,,,,
"USC00046328","1944-03-02","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-03-03","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","   36",",,6,0800","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,6"
"USC00046328","1944-03-04","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","  218",",,6,0800","   51",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,6"
"USC00046328","1944-03-05","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","  114",",,6,0800","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-03-06","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-03-07","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-03-08","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800","    0",",,6",,,,,,,,,,,"    1",",,6",,,,,,,,,,,,,,,,,,
"USC00046328","1944-03-09","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","   28",",,6,0800","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,6",,
"USC00046328","1944-03-10","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    5",",,6,0800","    0",",,6",,,,,,,,,,,"    1",",,6",,,,,,,,,,,,,,,,,,
"USC00046328","1944-03-11","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-03-12","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-03-13","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-03-14","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-03-15","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-03-16","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-03-17","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-03-18","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-03-19","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-03-20","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-03-21","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-03-22","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-03-23","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-03-24","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-03-25","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-03-26","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-03-27","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-03-28","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-03-29","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-03-30","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-03-31","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    0","P,,6,0800","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-04-08","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","   64",",,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-04-09","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    8",",,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-04-11","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","   76",",,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,6",,
"USC00046328","1944-04-12","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","   13",",,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00046328","1944-04-13","41.8391","-122.8502","603.5","OAK KNOLL W. C., CA US","    5",",,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,6",,
