"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES"
"USS0019L03S","1978-11-06","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,,"  -38",",,T","  229",",,T"
"USS0019L03S","1978-11-07","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,,"  -36",",,T","  152",",,T"
"USS0019L03S","1978-11-08","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,,"  -35",",,T","  127",",,T"
"USS0019L03S","1978-11-09","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","   25",",,T",,,,,,,,,"  -81",",,T","  127",",,T"
"USS0019L03S","1978-11-10","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,," -129",",,T","  178",",,T"
"USS0019L03S","1978-11-11","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","  127",",,T",,,,,,,,," -165",",,T","  457",",,T"
"USS0019L03S","1978-11-12","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,,"  -99",",,T","  279",",,T"
"USS0019L03S","1978-11-13","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","   76",",,T",,,,,,,,,"  -36",",,T","  279",",,T"
"USS0019L03S","1978-11-14","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,," -190",",,T","  279",",,T"
"USS0019L03S","1978-11-15","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,,"  -42",",,T","  279",",,T"
"USS0019L03S","1978-11-16","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,," -108",",,T","  279",",,T"
"USS0019L03S","1978-11-17","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,," -111",",,T","  279",",,T"
"USS0019L03S","1978-11-18","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,,"   -6",",,T","  406",",,T"
"USS0019L03S","1978-11-19","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","   25",",,T",,,,,,,,,"  -22",",,T","  406",",,T"
"USS0019L03S","1978-11-20","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","   76",",,T",,,,,,,,,"  -33",",,T","  406",",,T"
"USS0019L03S","1978-11-21","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","   25",",,T",,,,,,,,," -143",",,T","  406",",,T"
"USS0019L03S","1978-11-22","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","  102",",,T",,,,,,,,," -109",",,T","  406",",,T"
"USS0019L03S","1978-11-23","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,," -103",",,T","  406",",,T"
"USS0019L03S","1978-11-24","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,," -164",",,T","  406",",,T"
"USS0019L03S","1978-11-25","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,," -137",",,T","  406",",,T"
"USS0019L03S","1978-11-26","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","   25",",,T",,,,,,,,," -146",",,T","  406",",,T"
"USS0019L03S","1978-11-27","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,," -116",",,T","  406",",,T"
"USS0019L03S","1978-11-28","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,,"   -5",",,T","  406",",,T"
"USS0019L03S","1978-11-29","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,,"  -15",",,T","  406",",,T"
"USS0019L03S","1978-11-30","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,,"   -6",",,T","  406",",,T"
"USS0019L03S","1978-12-01","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","  152",",,T",,,,,,,,," -152",",,T","  406",",,T"
"USS0019L03S","1978-12-02","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,," -169",",,T","  406",",,T"
"USS0019L03S","1978-12-03","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","   25",",,T",,,,,,,,," -103",",,T","  406",",,T"
"USS0019L03S","1978-12-04","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,,"  -73",",,T","  406",",,T"
"USS0019L03S","1978-12-05","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,," -168",",,T","  559",",,T"
"USS0019L03S","1978-12-06","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,," -172",",,T","  559",",,T"
"USS0019L03S","1978-12-07","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,," -184",",,T","  559",",,T"
"USS0019L03S","1978-12-08","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,," -130",",,T","  559",",,T"
"USS0019L03S","1978-12-09","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,,"  -55",",,T","  559",",,T"
"USS0019L03S","1978-12-10","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,,"  -81",",,T","  559",",,T"
"USS0019L03S","1978-12-11","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,,"  -65",",,T","  559",",,T"
"USS0019L03S","1978-12-12","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,,"  -68",",,T","  559",",,T"
"USS0019L03S","1978-12-13","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,," -116",",,T","  559",",,T"
"USS0019L03S","1978-12-14","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,," -104",",,T","  686",",,T"
"USS0019L03S","1978-12-15","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,,,,"  686",",,T"
"USS0019L03S","1978-12-16","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,,,,"  686",",,T"
"USS0019L03S","1978-12-17","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","  533",",,T",,,,,,,,,"  -83",",,T"," 1067",",,T"
"USS0019L03S","1978-12-18","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","  102",",,T",,,,,,,,," -114",",,T"," 1118",",,T"
"USS0019L03S","1978-12-19","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","   51",",,T",,,,,,,,," -200",",,T"," 1092",",,T"
"USS0019L03S","1978-12-20","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,," -137",",,T"," 1092",",,T"
"USS0019L03S","1978-12-21","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,," -170",",,T"," 1092",",,T"
"USS0019L03S","1978-12-22","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,," -160",",,T"," 1092",",,T"
"USS0019L03S","1978-12-23","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,,"  -17",",,T"," 1092",",,T"
"USS0019L03S","1978-12-24","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,,"  -58",",,T"," 1092",",,T"
"USS0019L03S","1978-12-25","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,,"   40",",,T"," 1092",",,T"
"USS0019L03S","1978-12-26","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,,"  -23",",,T"," 1092",",,T"
"USS0019L03S","1978-12-27","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,," -121",",,T"," 1092",",,T"
"USS0019L03S","1978-12-28","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,," -167",",,T"," 1092",",,T"
"USS0019L03S","1978-12-29","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,," -192",",,T"," 1092",",,T"
"USS0019L03S","1978-12-30","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,," -208",",,T"," 1092",",,T"
"USS0019L03S","1978-12-31","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,," -193",",,T"," 1092",",,T"
"USS0019L03S","1979-01-01","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,,"  -90",",,T"," 1092",",,T"
"USS0019L03S","1979-01-02","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,,"  -46",",,T"," 1092",",,T"
"USS0019L03S","1979-01-03","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,,"  -24",",,T"," 1092",",,T"
"USS0019L03S","1979-01-04","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,,"  -47",",,T"," 1092",",,T"
"USS0019L03S","1979-01-05","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","   25",",,T",,,,,,,,," -147",",,T"," 1092",",,T"
"USS0019L03S","1979-01-06","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,,"  -78",",,T"," 1092",",,T"
"USS0019L03S","1979-01-07","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,,"  -27",",,T"," 1092",",,T"
"USS0019L03S","1979-01-08","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","   76",",,T",,,,,,,,," -141",",,T"," 1092",",,T"
"USS0019L03S","1979-01-09","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","   51",",,T",,,,,,,,,"  -45",",,T"," 1092",",,T"
"USS0019L03S","1979-01-10","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","  483",",,T",,,,,,,,,"   19",",,T"," 1092",",,T"
"USS0019L03S","1979-01-11","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","  533",",,T",,,,,,,,,"  -48",",,T"," 1118",",,T"
"USS0019L03S","1979-01-12","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","   51",",,T",,,,,,,,," -159",",,T"," 1270",",,T"
"USS0019L03S","1979-01-13","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","   51",",,T",,,,,,,,,"  -62",",,T"," 1270",",,T"
"USS0019L03S","1979-01-14","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","  152",",,T",,,,,,,,,"  -68",",,T"," 1270",",,T"
"USS0019L03S","1979-01-15","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","   76",",,T",,,,,,,,,"  -60",",,T"," 1270",",,T"
"USS0019L03S","1979-01-16","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,,,," 1270",",,T"
"USS0019L03S","1979-01-17","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,,"  -34",",,T"," 1270",",,T"
"USS0019L03S","1979-01-18","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,,,," 1270",",,T"
"USS0019L03S","1979-01-19","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,,,," 1270",",,T"
"USS0019L03S","1979-01-20","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,,,," 1270",",,T"
"USS0019L03S","1979-01-21","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,,,," 1270",",,T"
"USS0019L03S","1979-01-22","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","   25",",,T",,,,,,,,,"   42",",,T"," 1270",",,T"
"USS0019L03S","1979-01-23","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,,"  -45",",,T"," 1295",",,T"
"USS0019L03S","1979-01-24","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","   51",",,T",,,,,,,,," -117",",,T"," 1321",",,T"
"USS0019L03S","1979-01-25","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","   25",",,T",,,,,,,,," -160",",,T"," 1372",",,T"
"USS0019L03S","1979-01-26","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","   25",",,T",,,,,,,,," -131",",,T"," 1372",",,T"
"USS0019L03S","1979-01-27","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","   25",",,T",,,,,,,,," -209",",,T"," 1372",",,T"
"USS0019L03S","1979-01-28","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,," -239",",,T"," 1372",",,T"
"USS0019L03S","1979-01-29","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,," -128",",,T"," 1372",",,T"
"USS0019L03S","1979-01-30","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","   76",",,T",,,,,,,,," -196",",,T"," 1372",",,T"
"USS0019L03S","1979-01-31","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","   25",",,T",,,,,,,,," -121",",,T"," 1372",",,T"
"USS0019L03S","1979-02-01","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","   25",",,T",,,,,,,,," -140",",,T"," 1372",",,T"
"USS0019L03S","1979-02-02","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","   51",",,T",,,,,,,,," -180",",,T"," 1372",",,T"
"USS0019L03S","1979-02-03","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,," -125",",,T"," 1372",",,T"
"USS0019L03S","1979-02-04","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,," -140",",,T"," 1372",",,T"
"USS0019L03S","1979-02-05","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,," -103",",,T"," 1372",",,T"
"USS0019L03S","1979-02-06","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,,"  -46",",,T"," 1372",",,T"
"USS0019L03S","1979-02-07","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,," -107",",,T"," 1372",",,T"
"USS0019L03S","1979-02-08","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,,"    0",",,T"," 1372",",,T"
"USS0019L03S","1979-02-09","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,,"  -19",",,T"," 1372",",,T"
"USS0019L03S","1979-02-10","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,,"  -21",",,T"," 1372",",,T"
"USS0019L03S","1979-02-11","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,,"   32",",,T"," 1372",",,T"
"USS0019L03S","1979-02-12","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,,"  -40",",,T"," 1372",",,T"
"USS0019L03S","1979-02-13","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","  305",",,T",,,,,,,,,"  -67",",,T"," 1549",",,T"
"USS0019L03S","1979-02-14","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","  229",",,T",,,,,,,,," -174",",,T"," 1549",",,T"
"USS0019L03S","1979-02-15","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","   25",",,T",,,,,,,,,"  -75",",,T"," 1702",",,T"
"USS0019L03S","1979-02-16","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","   25",",,T",,,,,,,,," -155",",,T"," 1702",",,T"
"USS0019L03S","1979-02-17","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,,"  -35",",,T"," 1753",",,T"
"USS0019L03S","1979-02-18","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","  152",",,T",,,,,,,,,"  -73",",,T"," 1880",",,T"
"USS0019L03S","1979-02-19","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","   25",",,T",,,,,,,,,"  -83",",,T"," 1930",",,T"
"USS0019L03S","1979-02-20","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","  305",",,T",,,,,,,,,"  -84",",,T"," 2083",",,T"
"USS0019L03S","1979-02-21","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","  102",",,T",,,,,,,,,"  -91",",,T"," 2210",",,T"
"USS0019L03S","1979-02-22","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","  229",",,T",,,,,,,,," -105",",,T"," 2464",",,T"
"USS0019L03S","1979-02-23","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","   25",",,T",,,,,,,,," -134",",,T"," 2515",",,T"
"USS0019L03S","1979-02-24","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","   25",",,T",,,,,,,,,"  -42",",,T"," 2515",",,T"
"USS0019L03S","1979-02-25","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,,"  -49",",,T"," 2515",",,T"
"USS0019L03S","1979-02-26","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","   51",",,T",,,,,,,,," -189",",,T"," 2616",",,T"
"USS0019L03S","1979-02-27","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,,,," 2616",",,T"
"USS0019L03S","1979-02-28","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","  152",",,T",,,,,,,,,"  -72",",,T"," 2616",",,T"
"USS0019L03S","1979-03-01","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,,,," 2616",",,T"
"USS0019L03S","1979-03-02","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,,,," 2616",",,T"
"USS0019L03S","1979-03-03","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,,,," 2616",",,T"
"USS0019L03S","1979-03-04","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,,,," 2616",",,T"
"USS0019L03S","1979-03-05","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,,,," 2616",",,T"
"USS0019L03S","1979-03-06","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","   51",",,T",,,,,,,,,"  -63",",,T"," 2616",",,T"
"USS0019L03S","1979-03-07","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,,,," 2616",",,T"
"USS0019L03S","1979-03-08","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,,"  -80",",,T"," 2616",",,T"
"USS0019L03S","1979-03-09","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,,"  -62",",,T"," 2616",",,T"
"USS0019L03S","1979-03-10","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,,"  -60",",,T"," 2616",",,T"
"USS0019L03S","1979-03-11","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,,"  -73",",,T"," 2616",",,T"
"USS0019L03S","1979-03-12","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,,"  -45",",,T"," 2616",",,T"
"USS0019L03S","1979-03-13","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","   25",",,T",,,,,,,,,"  -63",",,T"," 2616",",,T"
"USS0019L03S","1979-03-14","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,,"  -18",",,T"," 2616",",,T"
"USS0019L03S","1979-03-15","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","  127",",,T",,,,,,,,," -117",",,T"," 2616",",,T"
"USS0019L03S","1979-03-16","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","   25",",,T",,,,,,,,," -174",",,T"," 2921",",,T"
"USS0019L03S","1979-03-17","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","   25",",,T",,,,,,,,," -126",",,T"," 2921",",,T"
"USS0019L03S","1979-03-18","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","  152",",,T",,,,,,,,,"  -58",",,T"," 2921",",,T"
"USS0019L03S","1979-03-19","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","   25",",,T",,,,,,,,,"  -85",",,T"," 2921",",,T"
"USS0019L03S","1979-03-20","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","   25",",,T",,,,,,,,," -127",",,T"," 2921",",,T"
"USS0019L03S","1979-03-21","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,,"  -81",",,T"," 2921",",,T"
"USS0019L03S","1979-03-22","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","    0",",,T",,,,,,,,,"  -64",",,T"," 2921",",,T"
"USS0019L03S","1979-03-23","38.85","-119.94","2370.1","HAGAN S MEADOW, CA US","   51",",,T",,,,,,,,," -103",",,T"," 2921",",,T"
