"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WV07","WV07_ATTRIBUTES","WV20","WV20_ATTRIBUTES"
"USW00023199","1945-02-17","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  233",",,X","   56",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-02-18","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  200",",,X","  100",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-02-19","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  178",",,X","  100",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-02-20","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  206",",,X","   50",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-02-21","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  183",",,X","   78",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00023199","1945-02-22","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  206",",,X","   61",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-02-23","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  239",",,X","   50",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-02-24","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  189",",,X","   89",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-02-25","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  189",",,X","   89",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-02-26","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  178",",,X","   61",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-02-27","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  189",",,X","   39",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-02-28","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  122",",,X","   67",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-03-01","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    5",",,X","    0",",,X",,,"  161",",,X","   22",",,X",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00023199","1945-03-02","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  183",",,X","   44",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-03-03","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    8",",,X","    0",",,X",,,"  200",",,X","   83",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00023199","1945-03-04","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","   13",",,X","    0",",,X",,,"  183",",,X","   78",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00023199","1945-03-05","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  183",",,X","   67",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-03-06","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  183",",,X","   67",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-03-07","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  211",",,X","   50",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-03-08","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  239",",,X","   72",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-03-09","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  267",",,X","   67",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-03-10","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  289",",,X","   94",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-03-11","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  294",",,X","  100",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-03-12","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  306",",,X","  128",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-03-13","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0","T,,X","    0",",,X",,,"  233",",,X","  150",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,"    1",",,X",,,,,,
"USW00023199","1945-03-14","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  233",",,X","  133",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-03-15","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  233",",,X","  133",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-03-16","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  206",",,X","  106",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-03-17","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  233",",,X","   67",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-03-18","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  233",",,X","   67",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-03-19","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  233",",,X","   61",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-03-20","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  261",",,X","   78",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-03-21","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  200",",,X","  117",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-03-22","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  194",",,X","  117",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-03-23","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    5",",,X","    0",",,X",,,"  172",",,X","   89",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00023199","1945-03-24","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  211",",,X","   94",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-03-25","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  244",",,X","   67",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-03-26","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  200",",,X","  122",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-03-27","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  217",",,X","   89",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-03-28","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  244",",,X","   78",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-03-29","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  233",",,X","  111",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00023199","1945-03-30","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  283",",,X","  139",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-03-31","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  311",",,X","  167",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-04-01","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  300",",,X","  106",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-04-02","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  194",",,X","  111",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-04-03","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  206",",,X","   72",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-04-04","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  222",",,X","   28",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-04-05","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  267",",,X","   56",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-04-06","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  300",",,X","   83",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-04-07","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  333",",,X","  117",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-04-08","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  317",",,X","  117",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-04-09","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  172",",,X","  111",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00023199","1945-04-10","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  222",",,X","   94",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-04-11","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  256",",,X","   72",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-04-12","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  267",",,X","   94",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-04-13","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  228",",,X","  111",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-04-14","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  233",",,X","  117",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-04-15","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  283",",,X","   83",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-04-16","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  317",",,X","  111",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-04-17","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  328",",,X","  106",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-04-18","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  350",",,X","  133",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-04-19","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  367",",,X","  150",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-04-20","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  372",",,X","  167",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-04-21","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  367",",,X","  228",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-04-22","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0","T,,X","    0",",,X",,,"  328",",,X","  178",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,"    1",",,X",,,,,,,"    1",",,X",,,,,,
"USW00023199","1945-04-23","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  328",",,X","  139",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-04-24","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  333",",,X","  222",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-04-25","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  339",",,X","  172",",,X",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,
"USW00023199","1945-04-26","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  267",",,X","  167",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-04-27","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  328",",,X","  128",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-04-28","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  356",",,X","  178",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-04-29","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  383",",,X","  183",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-04-30","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  383",",,X","  178",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-05-01","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  361",",,X","  189",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-05-02","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  367",",,X","  183",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-05-03","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  378",",,X","  239",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-05-04","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  356",",,X","  211",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-05-05","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  367",",,X","  222",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-05-06","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  367",",,X","  233",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-05-07","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  356",",,X","  189",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-05-08","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  300",",,X","  189",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-05-09","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  333",",,X","  167",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-05-10","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  367",",,X","  161",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-05-11","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  356",",,X","  178",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-05-12","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  356",",,X","  178",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-05-13","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  289",",,X","  172",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-05-14","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  317",",,X","  167",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023199","1945-05-15","32.83241","-115.66377","-14.1","EL CENTRO NAF, CA US","    0",",,X","    0",",,X",,,"  350",",,X","  167",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
