"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00048713","1943-11-22","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1943-11-23","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1943-11-24","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1943-11-25","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1943-11-26","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1943-11-27","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1943-11-28","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1943-11-29","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1943-11-30","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","   41",",,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1943-12-01","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1943-12-02","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1943-12-03","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1943-12-04","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1943-12-05","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1943-12-06","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1943-12-07","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1943-12-08","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1943-12-09","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1943-12-10","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1943-12-11","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1943-12-12","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1943-12-13","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1943-12-14","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1943-12-15","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1943-12-16","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1943-12-17","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1943-12-18","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1943-12-19","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","   84",",,6,0800","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1943-12-20","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","  127",",,6,0800","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1943-12-21","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","  198",",,6,0800","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1943-12-22","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1943-12-23","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1943-12-24","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1943-12-25","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","   23",",,6,0800","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1943-12-26","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1943-12-27","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1943-12-28","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1943-12-29","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","   15",",,6,0800","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1943-12-30","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","  114",",,6,0800","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1943-12-31","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","   41",",,6,0800","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1944-01-01","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1944-01-02","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","  284",",,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1944-01-03","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","  229",",,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1944-01-04","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1944-01-05","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,6",,
"USC00048713","1944-01-06","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","  157",",,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1944-01-07","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1944-01-08","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1944-01-09","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1944-01-10","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","  102",",,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1944-01-11","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1944-01-12","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1944-01-13","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1944-01-14","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1944-01-15","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1944-01-16","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1944-01-17","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1944-01-18","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1944-01-19","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1944-01-20","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1944-01-21","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1944-01-22","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1944-01-23","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","   84",",,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,6",,
"USC00048713","1944-01-24","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","  191",",,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1944-01-25","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1944-01-26","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1944-01-27","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1944-01-28","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1944-01-29","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1944-01-30","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","  168",",,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,6",,
"USC00048713","1944-01-31","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","  107",",,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1944-02-01","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1944-02-02","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","   25",",,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,6",,
"USC00048713","1944-02-03","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","  246",",,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,6",,
"USC00048713","1944-02-04","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","   86",",,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1944-02-05","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1944-02-06","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1944-02-07","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1944-02-08","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","  163",",,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,6",,
"USC00048713","1944-02-09","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","  117",",,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1944-02-10","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1944-02-11","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1944-02-12","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1944-02-13","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1944-02-14","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1944-02-15","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    3",",,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1944-02-16","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1944-02-17","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1944-02-18","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1944-02-19","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1944-02-20","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1944-02-21","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1944-02-22","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1944-02-23","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","  165",",,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1944-02-24","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1944-02-25","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1944-02-26","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1944-02-27","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","    0","P,,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00048713","1944-02-28","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","   10",",,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,6",,
"USC00048713","1944-02-29","38.3772","-120.8008","483.4","SUTTER HILL CDF, CA US","  483",",,6,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
