"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00044412","1893-01-11","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  144",",,6","   22",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-01-12","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  156",",,6","   56",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-01-13","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  189",",,6","   44",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-01-14","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  206",",,6","   44",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-01-15","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  167",",,6","   67",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-01-16","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","  112",",,6",,,,,"   72",",,6","   22",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-01-17","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  106",",,6","  -11",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-01-18","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  144",",,6","   17",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-01-19","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  111",",,6","   22",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-01-20","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  111",",,6","   44",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-01-21","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  150",",,6","   39",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-01-22","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  167",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-01-23","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  172",",,6","   44",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-01-24","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  167",",,6","   50",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-01-25","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  161",",,6","   22",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-01-26","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  150",",,6","   28",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-01-27","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"   83",",,6","   11",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-01-28","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","  231",",,6",,,,,"   89",",,6","   33",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-01-29","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"   94",",,6","   22",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-01-30","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","  335",",,6",,,,,"  117",",,6","   50",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-01-31","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","  277",",,6",,,,,"   89",",,6","   61",",I,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-02-01","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","   56",",,6",,,,,"   22",",I,6","   -6",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-02-02","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"   94",",,6","  -11",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-02-03","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  150",",,6","  -17",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-02-04","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  117",",,6","   39",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-02-05","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","  124",",,6",,,,,"   72",",,6","   17",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-02-06","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  133",",,6","   -6",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-02-07","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  144",",,6","   11",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-02-08","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"   89",",,6","   56",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-02-09","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","  538",",,6",,,,,"   89",",,6","   28",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-02-10","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","   66",",,6",,,,,"  128",",,6","   44",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-02-11","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  161",",,6","   56",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-02-12","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  106",",,6","   39",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-02-13","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","   58",",,6",,,,,"   50",",,6","  -17",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-02-14","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"   67",",,6","  -33",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-02-15","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"   94",",,6","  -28",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-02-16","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  128",",,6","  -11",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-02-17","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  156",",,6","   39",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-02-18","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  183",",,6","   78",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-02-19","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  194",",,6","   61",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-02-20","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  150",",,6","   61",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-02-21","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  167",",,6","   56",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-02-22","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  183",",,6","   56",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-02-23","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  161",",,6","   56",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-02-24","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  183",",,6","   44",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-02-25","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  144",",,6","   39",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-02-26","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","  102",",,6","    0","T,,6",,,"   39",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-02-27","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"   61",",,6","  -17",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-02-28","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  111",",,6","  -28",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-03-01","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,"  106",",,6","  -17",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-03-02","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","   71",",,6","    5",",,6",,,"   72",",,6","   -6",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-03-03","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,"  100",",,6","  -17",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-03-04","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,"  100",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-03-05","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,"   78",",,6","   11",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-03-06","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","  305",",,6","    5",",,6",,,"   17",",,6","  -11",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-03-07","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","  480",",,6","    8",",,6",,,"   33",",,6","  -17",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-03-08","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","   18",",,6","   13",",,6",,,"   67",",,6","  -11",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-03-09","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","  234",",,6","    0",",,6",,,"   22",",,6","  -28",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-03-10","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","  264",",,6","   33",",,6",,,"   44",",,6","  -33",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-03-11","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","  259",",,6","    0",",,6",,,"   56",",,6","  -44",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-03-12","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","   79",",,6","    0",",,6",,,"   83",",,6","  -33",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-03-13","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,"   72",",,6","   -6",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-03-14","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,"  122",",,6","  -11",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-03-15","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","  132",",,6","    0",",,6",,,"   67",",,6","    6",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-03-16","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,"  106",",,6","  -11",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-03-17","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,"  172",",,6","   28",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-03-18","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,"  189",",,6","   50",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-03-19","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,"  128",",,6","   28",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-03-20","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","   97",",,6","    0",",,6",,,"   78",",,6","   33",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-03-21","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","  988",",,6","    0",",,6",,,"   72",",,6","   44",",I,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-03-22","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","  498",",,6","    8",",,6",,,"   22",",I,6","   -6",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-03-23","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","  239",",,6","    0",",,6",,,"  100",",,6","  -11",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-03-24","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,"  144",",,6","  -11",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-03-25","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,"  189",",,6","   50",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-03-26","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,"  233",",,6","   67",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-03-27","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,"  228",",,6","   72",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-03-28","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,"  167",",,6","   56",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-03-29","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,"  161",",,6","   44",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-03-30","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,"  178",",,6","   61",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-03-31","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6","    0",",,6",,,"  167",",,6","   67",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-04-01","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  189",",,6","   56",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-04-02","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  194",",,6","   50",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-04-03","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  206",",,6","   33",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-04-04","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  217",",,6","   39",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-04-05","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  172",",,6","   39",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-04-06","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","  168",",,6",,,,,"   50",",,6","  -11",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-04-07","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"   83",",,6","   -6",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-04-08","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  161",",,6","  -11",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-04-09","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  189",",,6","    6",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-04-10","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  128",",,6","   11",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-04-11","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  128",",,6","  -11",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-04-12","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  144",",,6","   11",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-04-13","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  167",",,6","   17",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-04-14","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  183",",,6","   22",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-04-15","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  206",",,6","   56",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-04-16","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  211",",,6","   78",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-04-17","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  200",",,6","   67",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-04-18","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  206",",,6","   50",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-04-19","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  211",",,6","   72",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-04-20","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  183",",,6","   61",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-04-21","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  156",",,6","   72",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-04-22","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  139",",,6","   61",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-04-23","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  144",",,6","   39",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-04-24","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"   94",",,6","   44",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-04-25","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  222",",,6","   67",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-04-26","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  206",",,6","   44",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-04-27","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  200",",,6","   67",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-04-28","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"   89",",,6","   17",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-04-29","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  133",",,6","   17",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-04-30","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  150",",,6","   22",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-05-01","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  200",",,6","   33",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-05-02","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  233",",,6","   67",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-05-03","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  200",",,6","   94",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-05-04","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  222",",,6","   67",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-05-05","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  150",",,6","   39",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-05-06","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  233",",,6","   44",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-05-07","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  267",",,6","   50",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-05-08","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  206",",,6","   61",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-05-09","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  206",",,6","   44",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-05-10","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  233",",,6","   50",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-05-11","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  189",",,6","   78",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-05-12","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  217",",,6","   78",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-05-13","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","   66",",,6",,,,,"  233",",,6","   78",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-05-14","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  250",",,6","   72",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-05-15","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","   91",",,6",,,,,"  250",",,6","   61",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00044412","1893-05-16","33.0763","-116.5925","1284.7","JULIAN CDF, CA US","    0","P,,6",,,,,"  206",",,6","   22",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
